Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,DriverID,TeamID,TyreCode,StintNorm,LapTrend,TimeSeconds,PaceDeviation,DeltaToBest,RollingAvgDriver
0 days 01:15:12.657000,LEC,16,0 days 00:01:20.361000,20.0,6.0,,,0 days 00:00:26.667000,0 days 00:00:27.101000,0 days 00:00:26.593000,0 days 01:14:18.963000,0 days 01:14:46.064000,0 days 01:15:12.657000,321.0,335.0,313.0,344.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:52.296000,2023-09-02 14:58:52.407,1,,False,,False,True,80.361,2,0,2,0.8333333333333334,0.8695652173913043,4512.657,0.0,0.06700000000000728,91.59450000000001
0 days 00:19:39.483000,RUS,63,0 days 00:01:22.148000,2.0,1.0,,,0 days 00:00:27.252000,0 days 00:00:27.804000,0 days 00:00:27.092000,0 days 00:18:44.587000,0 days 00:19:12.391000,0 days 00:19:39.483000,321.0,332.0,308.0,337.0,True,HARD,2.0,True,Mercedes,0 days 00:18:17.335000,2023-09-02 14:03:17.446,1,,False,,False,True,82.148,3,2,0,0.0,0.08695652173913043,1179.483,1.4769999999999897,1.8539999999999992,82.148
0 days 00:21:31.845000,RUS,63,0 days 00:01:52.362000,3.0,1.0,,0 days 00:21:28.002000,0 days 00:00:35.664000,0 days 00:00:38.230000,0 days 00:00:38.468000,0 days 00:20:15.147000,0 days 00:20:53.377000,0 days 00:21:31.845000,283.0,299.0,,178.0,False,HARD,3.0,True,Mercedes,0 days 00:19:39.483000,2023-09-02 14:04:39.594,1,,False,,False,False,112.362,3,2,0,0.0,0.13043478260869565,1291.845,31.69099999999999,32.068,97.255
0 days 00:27:46.102000,RUS,63,0 days 00:01:22.247000,5.0,2.0,,,0 days 00:00:27.356000,0 days 00:00:27.823000,0 days 00:00:27.068000,0 days 00:26:51.211000,0 days 00:27:19.034000,0 days 00:27:46.102000,319.0,332.0,308.0,338.0,False,HARD,2.0,True,Mercedes,0 days 00:26:23.855000,2023-09-02 14:11:23.966,1,,False,,False,True,82.247,3,2,0,0.16666666666666666,0.21739130434782608,1666.102,1.5759999999999934,1.953000000000003,97.30449999999999
0 days 00:29:31.058000,RUS,63,0 days 00:01:44.956000,6.0,2.0,,0 days 00:29:27.231000,0 days 00:00:32.159000,0 days 00:00:34.873000,0 days 00:00:37.924000,0 days 00:28:18.261000,0 days 00:28:53.134000,0 days 00:29:31.058000,290.0,303.0,,239.0,False,HARD,3.0,True,Mercedes,0 days 00:27:46.102000,2023-09-02 14:12:46.213,1,,False,,False,False,104.956,3,2,0,0.16666666666666666,0.2608695652173913,1771.058,24.284999999999997,24.662000000000006,93.6015
0 days 00:32:00.484000,RUS,63,0 days 00:02:29.426000,7.0,3.0,0 days 00:30:06.168000,,0 days 00:01:19.487000,0 days 00:00:37.340000,0 days 00:00:32.599000,0 days 00:30:50.545000,0 days 00:31:27.885000,0 days 00:32:00.484000,242.0,311.0,310.0,94.0,False,HARD,4.0,False,Mercedes,0 days 00:29:31.058000,2023-09-02 14:14:31.169,1,,False,,False,False,149.426,3,2,0,0.3333333333333333,0.30434782608695654,1920.484,68.75499999999998,69.13199999999999,127.191
0 days 00:33:22.824000,RUS,63,0 days 00:01:22.340000,8.0,3.0,,,0 days 00:00:27.392000,0 days 00:00:27.859000,0 days 00:00:27.089000,0 days 00:32:27.876000,0 days 00:32:55.735000,0 days 00:33:22.824000,317.0,332.0,309.0,336.0,False,HARD,5.0,False,Mercedes,0 days 00:32:00.484000,2023-09-02 14:17:00.595,1,,False,,False,True,82.34,3,2,0,0.3333333333333333,0.34782608695652173,2002.824,1.668999999999997,2.0460000000000065,115.883
0 days 00:35:14.877000,RUS,63,0 days 00:01:52.053000,9.0,3.0,,0 days 00:35:10.570000,0 days 00:00:36.985000,0 days 00:00:34.311000,0 days 00:00:40.757000,0 days 00:33:59.809000,0 days 00:34:34.120000,0 days 00:35:14.877000,267.0,304.0,,150.0,False,HARD,6.0,False,Mercedes,0 days 00:33:22.824000,2023-09-02 14:18:22.935,1,,False,,False,False,112.053,3,2,0,0.3333333333333333,0.391304347826087,2114.877,31.38199999999999,31.759,97.1965
0 days 00:48:01.054000,RUS,63,0 days 00:01:21.480000,11.0,4.0,,,0 days 00:00:27.169000,0 days 00:00:27.448000,0 days 00:00:26.863000,0 days 00:47:06.743000,0 days 00:47:34.191000,0 days 00:48:01.054000,318.0,329.0,308.0,335.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:46:39.574000,2023-09-02 14:31:39.685,1,,False,,False,True,81.48,3,2,1,0.5,0.4782608695652174,2881.054,0.8089999999999975,1.186000000000007,96.76650000000001
0 days 00:49:48.324000,RUS,63,0 days 00:01:47.270000,12.0,4.0,,0 days 00:49:42.076000,0 days 00:00:35.339000,0 days 00:00:32.740000,0 days 00:00:39.191000,0 days 00:48:36.393000,0 days 00:49:09.133000,0 days 00:49:48.324000,291.0,304.0,,153.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:48:01.054000,2023-09-02 14:33:01.165,1,,False,,False,False,107.27,3,2,1,0.5,0.5217391304347826,2988.324,26.59899999999999,26.976,94.375
0 days 00:55:32.627000,RUS,63,0 days 00:01:21.382000,14.0,5.0,,,0 days 00:00:27.124000,0 days 00:00:27.501000,0 days 00:00:26.757000,0 days 00:54:38.369000,0 days 00:55:05.870000,0 days 00:55:32.627000,318.0,331.0,308.0,336.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:54:11.245000,2023-09-02 14:39:11.356,1,,False,,False,True,81.382,3,2,1,0.6666666666666666,0.6086956521739131,3332.627,0.7109999999999985,1.088000000000008,94.326
0 days 00:57:24.003000,RUS,63,0 days 00:01:51.376000,15.0,5.0,,0 days 00:57:20.103000,0 days 00:00:37.411000,0 days 00:00:35.130000,0 days 00:00:38.835000,0 days 00:56:10.038000,0 days 00:56:45.168000,0 days 00:57:24.003000,245.0,305.0,,151.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:55:32.627000,2023-09-02 14:40:32.738,1,,False,,False,False,111.376,3,2,1,0.6666666666666666,0.6521739130434783,3444.003,30.705,31.082000000000008,96.379
0 days 01:08:17.320000,RUS,63,0 days 00:01:20.763000,17.0,6.0,,,0 days 00:00:26.985000,0 days 00:00:27.184000,0 days 00:00:26.594000,0 days 01:07:23.542000,0 days 01:07:50.726000,0 days 01:08:17.320000,319.0,332.0,311.0,337.0,True,SOFT,2.0,True,Mercedes,0 days 01:06:56.557000,2023-09-02 14:51:56.668,1,,False,,False,True,80.763,3,2,2,0.8333333333333334,0.7391304347826086,4097.32,0.09199999999999875,0.4690000000000083,96.0695
0 days 01:09:57.049000,RUS,63,0 days 00:01:39.729000,18.0,6.0,,0 days 01:09:53.157000,0 days 00:00:33.162000,0 days 00:00:31.003000,0 days 00:00:35.564000,0 days 01:08:50.482000,0 days 01:09:21.485000,0 days 01:09:57.049000,290.0,305.0,,226.0,False,SOFT,3.0,True,Mercedes,0 days 01:08:17.320000,2023-09-02 14:53:17.431,1,,False,,False,False,99.729,3,2,2,0.8333333333333334,0.782608695652174,4197.049,19.057999999999993,19.435000000000002,90.24600000000001
0 days 01:16:04.304000,RUS,63,0 days 00:01:20.671000,20.0,7.0,,,0 days 00:00:26.889000,0 days 00:00:27.159000,0 days 00:00:26.623000,0 days 01:15:10.522000,0 days 01:15:37.681000,0 days 01:16:04.304000,319.0,333.0,310.0,338.0,True,SOFT,2.0,True,Mercedes,0 days 01:14:43.633000,2023-09-02 14:59:43.744,1,,False,,False,True,80.671,3,2,2,1.0,0.8695652173913043,4564.304,0.0,0.37700000000000955,90.2
0 days 00:19:32.789000,PER,11,0 days 00:01:22.226000,2.0,1.0,,,0 days 00:00:27.144000,0 days 00:00:27.868000,0 days 00:00:27.214000,0 days 00:18:37.707000,0 days 00:19:05.575000,0 days 00:19:32.789000,322.0,336.0,311.0,345.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:18:10.563000,2023-09-02 14:03:10.674,1,,False,,False,True,82.226,4,1,0,0.0,0.08695652173913043,1172.789,1.5379999999999967,1.9320000000000022,82.226
0 days 00:21:21.024000,PER,11,0 days 00:01:48.235000,3.0,1.0,,,0 days 00:00:38.736000,0 days 00:00:38.017000,0 days 00:00:31.482000,0 days 00:20:11.525000,0 days 00:20:49.542000,0 days 00:21:21.024000,250.0,285.0,284.0,210.0,False,HARD,3.0,True,Red Bull Racing,0 days 00:19:32.789000,2023-09-02 14:04:32.900,1,,False,,False,True,108.235,4,1,0,0.0,0.13043478260869565,1281.024,27.546999999999997,27.941000000000003,95.2305
0 days 00:23:03.008000,PER,11,0 days 00:01:41.984000,4.0,1.0,,,0 days 00:00:31.991000,0 days 00:00:35.206000,0 days 00:00:34.787000,0 days 00:21:53.015000,0 days 00:22:28.221000,0 days 00:23:03.008000,288.0,252.0,312.0,282.0,False,HARD,4.0,True,Red Bull Racing,0 days 00:21:21.024000,2023-09-02 14:06:21.135,1,,False,,False,True,101.984,4,1,0,0.0,0.17391304347826086,1383.008,21.295999999999992,21.689999999999998,105.1095
0 days 00:24:24.919000,PER,11,0 days 00:01:21.911000,5.0,1.0,,,0 days 00:00:27.218000,0 days 00:00:27.691000,0 days 00:00:27.002000,0 days 00:23:30.226000,0 days 00:23:57.917000,0 days 00:24:24.919000,321.0,334.0,308.0,342.0,True,HARD,5.0,True,Red Bull Racing,0 days 00:23:03.008000,2023-09-02 14:08:03.119,1,,False,,False,True,81.911,4,1,0,0.0,0.21739130434782608,1464.919,1.222999999999999,1.6170000000000044,91.94749999999999
0 days 00:26:18.434000,PER,11,0 days 00:01:53.515000,6.0,1.0,,0 days 00:26:11.061000,0 days 00:00:40.217000,0 days 00:00:33.451000,0 days 00:00:39.847000,0 days 00:25:05.136000,0 days 00:25:38.587000,0 days 00:26:18.434000,217.0,294.0,,222.0,False,HARD,6.0,True,Red Bull Racing,0 days 00:24:24.919000,2023-09-02 14:09:25.030,1,,False,,False,False,113.515,4,1,0,0.0,0.2608695652173913,1578.434,32.827,33.221000000000004,97.713
0 days 00:30:38.818000,PER,11,0 days 00:01:21.942000,8.0,2.0,,,0 days 00:00:27.140000,0 days 00:00:27.767000,0 days 00:00:27.035000,0 days 00:29:44.016000,0 days 00:30:11.783000,0 days 00:30:38.818000,321.0,337.0,313.0,342.0,False,HARD,8.0,False,Red Bull Racing,0 days 00:29:16.876000,2023-09-02 14:14:16.987,1,,False,,False,True,81.942,4,1,0,0.16666666666666666,0.34782608695652173,1838.818,1.2539999999999907,1.6479999999999961,97.7285
0 days 00:32:27.346000,PER,11,0 days 00:01:48.528000,9.0,2.0,,0 days 00:32:23.072000,0 days 00:00:33.425000,0 days 00:00:34.344000,0 days 00:00:40.759000,0 days 00:31:12.243000,0 days 00:31:46.587000,0 days 00:32:27.346000,249.0,281.0,,213.0,False,HARD,9.0,False,Red Bull Racing,0 days 00:30:38.818000,2023-09-02 14:15:38.929,1,,False,,False,False,108.528,4,1,0,0.16666666666666666,0.391304347826087,1947.346,27.840000000000003,28.23400000000001,95.235
0 days 00:44:58.944000,PER,11,0 days 00:01:21.413000,11.0,3.0,,,0 days 00:00:26.932000,0 days 00:00:27.571000,0 days 00:00:26.910000,0 days 00:44:04.463000,0 days 00:44:32.034000,0 days 00:44:58.944000,321.0,336.0,311.0,344.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:43:37.531000,2023-09-02 14:28:37.642,1,,False,,False,True,81.413,4,1,1,0.3333333333333333,0.4782608695652174,2698.944,0.7249999999999943,1.1189999999999998,94.9705
0 days 00:46:50.920000,PER,11,0 days 00:01:51.976000,12.0,3.0,,0 days 00:46:46.719000,0 days 00:00:36.766000,0 days 00:00:35.603000,0 days 00:00:39.607000,0 days 00:45:35.710000,0 days 00:46:11.313000,0 days 00:46:50.920000,256.0,290.0,,214.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:44:58.944000,2023-09-02 14:29:59.055,1,,False,,False,False,111.976,4,1,1,0.3333333333333333,0.5217391304347826,2810.92,31.287999999999997,31.682000000000002,96.6945
0 days 00:56:13.536000,PER,11,0 days 00:01:21.240000,14.0,4.0,,,0 days 00:00:26.933000,0 days 00:00:27.578000,0 days 00:00:26.729000,0 days 00:55:19.229000,0 days 00:55:46.807000,0 days 00:56:13.536000,320.0,337.0,312.0,345.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:54:52.296000,2023-09-02 14:39:52.407,1,,False,,False,True,81.24,4,1,1,0.5,0.6086956521739131,3373.536,0.5519999999999925,0.945999999999998,96.608
0 days 00:58:00.881000,PER,11,0 days 00:01:47.345000,15.0,4.0,,0 days 00:57:56.071000,0 days 00:00:33.318000,0 days 00:00:34.083000,0 days 00:00:39.944000,0 days 00:56:46.854000,0 days 00:57:20.937000,0 days 00:58:00.881000,284.0,275.0,,222.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:56:13.536000,2023-09-02 14:41:13.647,1,,False,,False,False,107.345,4,1,1,0.5,0.6521739130434783,3480.881,26.656999999999996,27.051000000000002,94.29249999999999
0 days 01:07:35.393000,PER,11,0 days 00:01:20.921000,17.0,5.0,,,0 days 00:00:27.007000,0 days 00:00:27.340000,0 days 00:00:26.574000,0 days 01:06:41.479000,0 days 01:07:08.819000,0 days 01:07:35.393000,320.0,336.0,313.0,343.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:14.472000,2023-09-02 14:51:14.583,1,,False,,False,True,80.921,4,1,2,0.6666666666666666,0.7391304347826086,4055.393,0.2330000000000041,0.6270000000000095,94.13300000000001
0 days 01:09:17.481000,PER,11,0 days 00:01:42.088000,18.0,5.0,,0 days 01:09:13.485000,0 days 00:00:31.938000,0 days 00:00:33.097000,0 days 00:00:37.053000,0 days 01:08:07.331000,0 days 01:08:40.428000,0 days 01:09:17.481000,286.0,283.0,,238.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:07:35.393000,2023-09-02 14:52:35.504,1,,False,,False,False,102.088,4,1,2,0.6666666666666666,0.782608695652174,4157.481,21.39999999999999,21.793999999999997,91.50450000000001
0 days 01:15:49.032000,PER,11,0 days 00:01:20.688000,20.0,6.0,,,0 days 00:00:26.904000,0 days 00:00:27.171000,0 days 00:00:26.613000,0 days 01:14:55.248000,0 days 01:15:22.419000,0 days 01:15:49.032000,319.0,333.0,312.0,344.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:28.344000,2023-09-02 14:59:28.455,1,,False,,False,True,80.688,4,1,2,0.8333333333333334,0.8695652173913043,4549.032,0.0,0.39400000000000546,91.388
0 days 00:20:01.359000,ALB,23,0 days 00:01:22.123000,2.0,1.0,,,0 days 00:00:27.087000,0 days 00:00:27.840000,0 days 00:00:27.196000,0 days 00:19:06.323000,0 days 00:19:34.163000,0 days 00:20:01.359000,323.0,337.0,310.0,345.0,True,HARD,2.0,True,Williams,0 days 00:18:39.236000,2023-09-02 14:03:39.347,1,,False,,False,True,82.123,5,3,0,0.0,0.08695652173913043,1201.359,1.3629999999999995,1.8290000000000077,82.123
0 days 00:21:46.340000,ALB,23,0 days 00:01:44.981000,3.0,1.0,,,0 days 00:00:33.748000,0 days 00:00:36.776000,0 days 00:00:34.457000,0 days 00:20:35.107000,0 days 00:21:11.883000,0 days 00:21:46.340000,292.0,299.0,290.0,272.0,False,HARD,3.0,True,Williams,0 days 00:20:01.359000,2023-09-02 14:05:01.470,1,,False,,False,True,104.981,5,3,0,0.0,0.13043478260869565,1306.34,24.22099999999999,24.686999999999998,93.55199999999999
0 days 00:23:35.586000,ALB,23,0 days 00:01:49.246000,4.0,1.0,,,0 days 00:00:35.230000,0 days 00:00:41.191000,0 days 00:00:32.825000,0 days 00:22:21.570000,0 days 00:23:02.761000,0 days 00:23:35.586000,283.0,232.0,317.0,275.0,False,HARD,4.0,True,Williams,0 days 00:21:46.340000,2023-09-02 14:06:46.451,1,,False,,False,True,109.246,5,3,0,0.0,0.17391304347826086,1415.586,28.48599999999999,28.951999999999998,107.11349999999999
0 days 00:24:57.857000,ALB,23,0 days 00:01:22.271000,5.0,1.0,,,0 days 00:00:27.108000,0 days 00:00:27.793000,0 days 00:00:27.370000,0 days 00:24:02.694000,0 days 00:24:30.487000,0 days 00:24:57.857000,323.0,338.0,314.0,349.0,False,HARD,5.0,True,Williams,0 days 00:23:35.586000,2023-09-02 14:08:35.697,1,,False,,False,True,82.271,5,3,0,0.0,0.21739130434782608,1497.857,1.5109999999999957,1.9770000000000039,95.7585
0 days 00:26:38.411000,ALB,23,0 days 00:01:40.554000,6.0,1.0,,0 days 00:26:34.623000,0 days 00:00:32.244000,0 days 00:00:32.504000,0 days 00:00:35.806000,0 days 00:25:30.101000,0 days 00:26:02.605000,0 days 00:26:38.411000,291.0,300.0,,296.0,False,HARD,6.0,True,Williams,0 days 00:24:57.857000,2023-09-02 14:09:57.968,1,,False,,False,False,100.554,5,3,0,0.0,0.2608695652173913,1598.411,19.793999999999997,20.260000000000005,91.4125
0 days 00:33:37.241000,ALB,23,0 days 00:01:21.661000,8.0,2.0,,,0 days 00:00:26.970000,0 days 00:00:27.570000,0 days 00:00:27.121000,0 days 00:32:42.550000,0 days 00:33:10.120000,0 days 00:33:37.241000,323.0,341.0,314.0,348.0,True,HARD,2.0,True,Williams,0 days 00:32:15.580000,2023-09-02 14:17:15.691,1,,False,,False,True,81.661,5,3,0,0.16666666666666666,0.34782608695652173,2017.241,0.9009999999999962,1.3670000000000044,91.1075
0 days 00:35:26.604000,ALB,23,0 days 00:01:49.363000,9.0,2.0,,0 days 00:35:22.727000,0 days 00:00:34.303000,0 days 00:00:35.620000,0 days 00:00:39.440000,0 days 00:34:11.544000,0 days 00:34:47.164000,0 days 00:35:26.604000,271.0,301.0,,290.0,False,HARD,3.0,True,Williams,0 days 00:33:37.241000,2023-09-02 14:18:37.352,1,,False,,False,False,109.363,5,3,0,0.16666666666666666,0.391304347826087,2126.604,28.602999999999994,29.069000000000003,95.512
0 days 00:45:08.395000,ALB,23,0 days 00:01:21.272000,11.0,3.0,,,0 days 00:00:26.828000,0 days 00:00:27.475000,0 days 00:00:26.969000,0 days 00:44:13.951000,0 days 00:44:41.426000,0 days 00:45:08.395000,321.0,337.0,311.0,346.0,True,MEDIUM,2.0,True,Williams,0 days 00:43:47.123000,2023-09-02 14:28:47.234,1,,False,,False,True,81.272,5,3,1,0.3333333333333333,0.4782608695652174,2708.395,0.5120000000000005,0.9780000000000086,95.3175
0 days 00:46:55.765000,ALB,23,0 days 00:01:47.370000,12.0,3.0,,0 days 00:46:51.906000,0 days 00:00:32.083000,0 days 00:00:35.489000,0 days 00:00:39.798000,0 days 00:45:40.478000,0 days 00:46:15.967000,0 days 00:46:55.765000,262.0,281.0,,288.0,False,MEDIUM,3.0,True,Williams,0 days 00:45:08.395000,2023-09-02 14:30:08.506,1,,False,,False,False,107.37,5,3,1,0.3333333333333333,0.5217391304347826,2815.765,26.61,27.076000000000008,94.321
0 days 00:55:06.150000,ALB,23,0 days 00:01:21.416000,14.0,4.0,,,0 days 00:00:26.999000,0 days 00:00:27.449000,0 days 00:00:26.968000,0 days 00:54:11.733000,0 days 00:54:39.182000,0 days 00:55:06.150000,319.0,332.0,310.0,341.0,False,MEDIUM,2.0,True,Williams,0 days 00:53:44.734000,2023-09-02 14:38:44.845,1,,False,,False,True,81.416,5,3,1,0.5,0.6086956521739131,3306.15,0.6559999999999917,1.1219999999999999,94.393
0 days 00:56:55.338000,ALB,23,0 days 00:01:49.188000,15.0,4.0,,0 days 00:56:51.509000,0 days 00:00:32.612000,0 days 00:00:36.122000,0 days 00:00:40.454000,0 days 00:55:38.762000,0 days 00:56:14.884000,0 days 00:56:55.338000,275.0,261.0,,294.0,False,MEDIUM,3.0,True,Williams,0 days 00:55:06.150000,2023-09-02 14:40:06.261,1,,False,,False,False,109.188,5,3,1,0.5,0.6521739130434783,3415.338,28.427999999999997,28.894000000000005,95.30199999999999
0 days 01:08:06.109000,ALB,23,0 days 00:01:20.872000,17.0,5.0,,,0 days 00:00:26.697000,0 days 00:00:27.363000,0 days 00:00:26.812000,0 days 01:07:11.934000,0 days 01:07:39.297000,0 days 01:08:06.109000,322.0,337.0,313.0,346.0,True,SOFT,2.0,True,Williams,0 days 01:06:45.237000,2023-09-02 14:51:45.348,1,,False,,False,True,80.872,5,3,2,0.6666666666666666,0.7391304347826086,4086.109,0.11199999999999477,0.578000000000003,95.03
0 days 01:09:52.855000,ALB,23,0 days 00:01:46.746000,18.0,5.0,,0 days 01:09:48.985000,0 days 00:00:32.533000,0 days 00:00:34.745000,0 days 00:00:39.468000,0 days 01:08:38.642000,0 days 01:09:13.387000,0 days 01:09:52.855000,293.0,291.0,,293.0,False,SOFT,3.0,True,Williams,0 days 01:08:06.109000,2023-09-02 14:53:06.220,1,,False,,False,False,106.746,5,3,2,0.6666666666666666,0.782608695652174,4192.855,25.98599999999999,26.451999999999998,93.809
0 days 01:15:52.652000,ALB,23,0 days 00:01:20.760000,20.0,6.0,,,0 days 00:00:26.672000,0 days 00:00:27.364000,0 days 00:00:26.724000,0 days 01:14:58.564000,0 days 01:15:25.928000,0 days 01:15:52.652000,322.0,339.0,311.0,347.0,True,SOFT,2.0,True,Williams,0 days 01:14:31.892000,2023-09-02 14:59:32.003,1,,False,,False,True,80.76,5,3,2,0.8333333333333334,0.8695652173913043,4552.652,0.0,0.4660000000000082,93.753
0 days 00:19:18.193000,PIA,81,0 days 00:01:23.003000,2.0,1.0,,,0 days 00:00:27.581000,0 days 00:00:28.083000,0 days 00:00:27.339000,0 days 00:18:22.771000,0 days 00:18:50.854000,0 days 00:19:18.193000,318.0,330.0,308.0,332.0,True,HARD,2.0,True,McLaren,0 days 00:17:55.190000,2023-09-02 14:02:55.301,1,,False,,False,True,83.003,6,4,0,0.0,0.08695652173913043,1158.193,2.2180000000000035,2.709000000000003,83.003
0 days 00:21:05.027000,PIA,81,0 days 00:01:46.834000,3.0,1.0,,,0 days 00:00:36.460000,0 days 00:00:35.880000,0 days 00:00:34.494000,0 days 00:19:54.653000,0 days 00:20:30.533000,0 days 00:21:05.027000,261.0,281.0,311.0,138.0,False,HARD,3.0,True,McLaren,0 days 00:19:18.193000,2023-09-02 14:04:18.304,1,,False,,False,True,106.834,6,4,0,0.0,0.13043478260869565,1265.027,26.049000000000007,26.540000000000006,94.9185
