Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,DriverID,TeamID,TyreCode,StintNorm,LapTrend,TimeSeconds,PaceDeviation,DeltaToBest,RollingAvgDriver
0 days 00:22:28.014000,PIA,81,0 days 00:01:22.987000,4.0,1.0,,,0 days 00:00:27.508000,0 days 00:00:28.014000,0 days 00:00:27.465000,0 days 00:21:32.535000,0 days 00:22:00.549000,0 days 00:22:28.014000,318.0,330.0,310.0,335.0,True,HARD,4.0,True,McLaren,0 days 00:21:05.027000,2023-09-02 14:06:05.138,1,,False,,False,True,82.987,6,4,0,0.0,0.17391304347826086,1348.014,2.201999999999998,2.692999999999998,94.9105
0 days 00:24:20.313000,PIA,81,0 days 00:01:52.299000,5.0,1.0,,0 days 00:24:06.593000,0 days 00:00:32.309000,0 days 00:00:32.223000,0 days 00:00:47.767000,0 days 00:23:00.323000,0 days 00:23:32.546000,0 days 00:24:20.313000,285.0,285.0,,244.0,False,HARD,5.0,True,McLaren,0 days 00:22:28.014000,2023-09-02 14:07:28.125,1,,False,,False,False,112.299,6,4,0,0.0,0.21739130434782608,1460.313,31.51400000000001,32.00500000000001,97.643
0 days 00:30:28.975000,PIA,81,0 days 00:01:22.235000,7.0,2.0,,,0 days 00:00:27.481000,0 days 00:00:27.640000,0 days 00:00:27.114000,0 days 00:29:34.221000,0 days 00:30:01.861000,0 days 00:30:28.975000,318.0,330.0,308.0,333.0,False,HARD,2.0,True,McLaren,0 days 00:29:06.740000,2023-09-02 14:14:06.851,1,,True,TRACK LIMITS AT TURN 7 LAP 8 ,False,True,82.235,6,4,0,0.16666666666666666,0.30434782608695654,1828.975,1.4500000000000028,1.9410000000000025,97.267
0 days 00:32:17.936000,PIA,81,0 days 00:01:48.961000,8.0,2.0,,,0 days 00:00:39.302000,0 days 00:00:34.842000,0 days 00:00:34.817000,0 days 00:31:08.277000,0 days 00:31:43.119000,0 days 00:32:17.936000,281.0,269.0,312.0,137.0,False,HARD,3.0,True,McLaren,0 days 00:30:28.975000,2023-09-02 14:15:29.086,1,,False,,False,True,108.961,6,4,0,0.16666666666666666,0.34782608695652173,1937.936,28.176000000000002,28.667,95.598
0 days 00:33:40.042000,PIA,81,0 days 00:01:22.106000,9.0,2.0,,,0 days 00:00:27.187000,0 days 00:00:27.885000,0 days 00:00:27.034000,0 days 00:32:45.123000,0 days 00:33:13.008000,0 days 00:33:40.042000,321.0,336.0,309.0,343.0,True,HARD,4.0,True,McLaren,0 days 00:32:17.936000,2023-09-02 14:17:18.047,1,,False,,False,True,82.106,6,4,0,0.16666666666666666,0.391304347826087,2020.042,1.320999999999998,1.8119999999999976,95.5335
0 days 00:35:31.900000,PIA,81,0 days 00:01:51.858000,10.0,2.0,,0 days 00:35:28.055000,0 days 00:00:35.044000,0 days 00:00:35.844000,0 days 00:00:40.970000,0 days 00:34:15.086000,0 days 00:34:50.930000,0 days 00:35:31.900000,289.0,280.0,,208.0,False,HARD,5.0,True,McLaren,0 days 00:33:40.042000,2023-09-02 14:18:40.153,1,,False,,False,False,111.858,6,4,0,0.16666666666666666,0.43478260869565216,2131.9,31.073000000000008,31.564000000000007,96.982
0 days 00:45:11.536000,PIA,81,0 days 00:01:21.745000,12.0,3.0,,,0 days 00:00:27.225000,0 days 00:00:27.479000,0 days 00:00:27.041000,0 days 00:44:17.016000,0 days 00:44:44.495000,0 days 00:45:11.536000,320.0,332.0,310.0,339.0,True,MEDIUM,2.0,True,McLaren,0 days 00:43:49.791000,2023-09-02 14:28:49.902,1,,False,,False,True,81.745,6,4,1,0.3333333333333333,0.5217391304347826,2711.536,0.960000000000008,1.4510000000000076,96.8015
0 days 00:46:57.772000,PIA,81,0 days 00:01:46.236000,13.0,3.0,,,0 days 00:00:33.593000,0 days 00:00:37.889000,0 days 00:00:34.754000,0 days 00:45:45.129000,0 days 00:46:23.018000,0 days 00:46:57.772000,274.0,250.0,311.0,239.0,False,MEDIUM,3.0,True,McLaren,0 days 00:45:11.536000,2023-09-02 14:30:11.647,1,,False,,False,True,106.236,6,4,1,0.3333333333333333,0.5652173913043478,2817.772,25.451000000000008,25.942000000000007,93.9905
0 days 00:48:19.572000,PIA,81,0 days 00:01:21.800000,14.0,3.0,,,0 days 00:00:27.254000,0 days 00:00:27.563000,0 days 00:00:26.983000,0 days 00:47:25.026000,0 days 00:47:52.589000,0 days 00:48:19.572000,318.0,330.0,307.0,336.0,False,MEDIUM,4.0,True,McLaren,0 days 00:46:57.772000,2023-09-02 14:31:57.883,1,,False,,False,True,81.8,6,4,1,0.3333333333333333,0.6086956521739131,2899.572,1.0150000000000006,1.5060000000000002,94.018
0 days 00:49:57.885000,PIA,81,0 days 00:01:38.313000,15.0,3.0,,0 days 00:49:54.045000,0 days 00:00:30.922000,0 days 00:00:31.786000,0 days 00:00:35.605000,0 days 00:48:50.494000,0 days 00:49:22.280000,0 days 00:49:57.885000,290.0,297.0,,288.0,False,MEDIUM,5.0,True,McLaren,0 days 00:48:19.572000,2023-09-02 14:33:19.683,1,,False,,False,False,98.313,6,4,1,0.3333333333333333,0.6521739130434783,2997.885,17.528000000000006,18.019000000000005,90.0565
0 days 00:55:56.572000,PIA,81,0 days 00:01:21.527000,17.0,4.0,,,0 days 00:00:27.170000,0 days 00:00:27.484000,0 days 00:00:26.873000,0 days 00:55:02.215000,0 days 00:55:29.699000,0 days 00:55:56.572000,320.0,333.0,310.0,340.0,True,MEDIUM,2.0,True,McLaren,0 days 00:54:35.045000,2023-09-02 14:39:35.156,1,,False,,False,True,81.527,6,4,1,0.5,0.7391304347826086,3356.572,0.7420000000000044,1.233000000000004,89.92
0 days 00:57:44.116000,PIA,81,0 days 00:01:47.544000,18.0,4.0,,0 days 00:57:40.306000,0 days 00:00:32.633000,0 days 00:00:35.132000,0 days 00:00:39.779000,0 days 00:56:29.205000,0 days 00:57:04.337000,0 days 00:57:44.116000,275.0,259.0,,242.0,False,MEDIUM,3.0,True,McLaren,0 days 00:55:56.572000,2023-09-02 14:40:56.683,1,,False,,False,False,107.544,6,4,1,0.5,0.782608695652174,3464.116,26.759,27.25,94.5355
0 days 01:08:02.675000,PIA,81,0 days 00:01:21.120000,20.0,5.0,,,0 days 00:00:27.059000,0 days 00:00:27.275000,0 days 00:00:26.786000,0 days 01:07:08.614000,0 days 01:07:35.889000,0 days 01:08:02.675000,320.0,331.0,312.0,338.0,True,SOFT,2.0,True,McLaren,0 days 01:06:41.555000,2023-09-02 14:51:41.666,1,,False,,False,True,81.12,6,4,2,0.6666666666666666,0.8695652173913043,4082.675,0.33500000000000796,0.8260000000000076,94.332
0 days 01:09:51.302000,PIA,81,0 days 00:01:48.627000,21.0,5.0,,0 days 01:09:47.407000,0 days 00:00:33.014000,0 days 00:00:35.480000,0 days 00:00:40.133000,0 days 01:08:35.689000,0 days 01:09:11.169000,0 days 01:09:51.302000,269.0,271.0,,238.0,False,SOFT,3.0,True,McLaren,0 days 01:08:02.675000,2023-09-02 14:53:02.786,1,,False,,False,False,108.627,6,4,2,0.6666666666666666,0.9130434782608695,4191.302,27.842,28.333,94.8735
0 days 01:15:37.185000,PIA,81,0 days 00:01:20.785000,23.0,6.0,,,0 days 00:00:26.925000,0 days 00:00:27.179000,0 days 00:00:26.681000,0 days 01:14:43.325000,0 days 01:15:10.504000,0 days 01:15:37.185000,320.0,334.0,313.0,340.0,True,SOFT,2.0,True,McLaren,0 days 01:14:16.400000,2023-09-02 14:59:16.511,1,,False,,False,True,80.785,6,4,2,0.8333333333333334,1.0,4537.185,0.0,0.49099999999999966,94.70599999999999
0 days 00:19:52.009000,HAM,44,0 days 00:01:22.513000,2.0,1.0,,,0 days 00:00:27.435000,0 days 00:00:27.840000,0 days 00:00:27.238000,0 days 00:18:56.931000,0 days 00:19:24.771000,0 days 00:19:52.009000,319.0,329.0,308.0,335.0,True,HARD,2.0,True,Mercedes,0 days 00:18:29.496000,2023-09-02 14:03:29.607,1,,False,,False,True,82.513,7,2,0,0.0,0.08695652173913043,1192.009,1.693000000000012,2.2190000000000083,82.513
0 days 00:21:46.853000,HAM,44,0 days 00:01:54.844000,3.0,1.0,,0 days 00:21:39.861000,0 days 00:00:33.634000,0 days 00:00:36.481000,0 days 00:00:44.729000,0 days 00:20:25.643000,0 days 00:21:02.124000,0 days 00:21:46.853000,275.0,272.0,,200.0,False,HARD,3.0,True,Mercedes,0 days 00:19:52.009000,2023-09-02 14:04:52.120,1,,False,,False,False,114.844,7,2,0,0.0,0.13043478260869565,1306.853,34.024,34.55,98.6785
0 days 00:27:51.214000,HAM,44,0 days 00:01:22.233000,5.0,2.0,,,0 days 00:00:27.348000,0 days 00:00:27.712000,0 days 00:00:27.173000,0 days 00:26:56.329000,0 days 00:27:24.041000,0 days 00:27:51.214000,318.0,332.0,309.0,337.0,True,HARD,2.0,True,Mercedes,0 days 00:26:28.981000,2023-09-02 14:11:29.092,1,,False,,False,True,82.233,7,2,0,0.16666666666666666,0.21739130434782608,1671.214,1.413000000000011,1.9390000000000072,98.5385
0 days 00:29:44.227000,HAM,44,0 days 00:01:53.013000,6.0,2.0,,0 days 00:29:40.340000,0 days 00:00:35.289000,0 days 00:00:38.493000,0 days 00:00:39.231000,0 days 00:28:26.503000,0 days 00:29:04.996000,0 days 00:29:44.227000,255.0,256.0,,204.0,False,HARD,3.0,True,Mercedes,0 days 00:27:51.214000,2023-09-02 14:12:51.325,1,,False,,False,False,113.013,7,2,0,0.16666666666666666,0.2608695652173913,1784.227,32.19300000000001,32.71900000000001,97.623
0 days 00:33:53.795000,HAM,44,0 days 00:01:21.977000,8.0,3.0,,,0 days 00:00:27.281000,0 days 00:00:27.676000,0 days 00:00:27.020000,0 days 00:32:59.099000,0 days 00:33:26.775000,0 days 00:33:53.795000,318.0,334.0,309.0,340.0,True,HARD,5.0,False,Mercedes,0 days 00:32:31.818000,2023-09-02 14:17:31.929,1,,False,,False,True,81.977,7,2,0,0.3333333333333333,0.34782608695652173,2033.795,1.1570000000000107,1.683000000000007,97.495
0 days 00:35:44.563000,HAM,44,0 days 00:01:50.768000,9.0,3.0,,0 days 00:35:40.711000,0 days 00:00:35.106000,0 days 00:00:35.804000,0 days 00:00:39.858000,0 days 00:34:28.901000,0 days 00:35:04.705000,0 days 00:35:44.563000,255.0,268.0,,190.0,False,HARD,6.0,False,Mercedes,0 days 00:33:53.795000,2023-09-02 14:18:53.906,1,,False,,False,False,110.768,7,2,0,0.3333333333333333,0.391304347826087,2144.563,29.948000000000008,30.474000000000004,96.3725
0 days 00:48:06.282000,HAM,44,0 days 00:01:21.866000,11.0,4.0,,,0 days 00:00:27.298000,0 days 00:00:27.562000,0 days 00:00:27.006000,0 days 00:47:11.714000,0 days 00:47:39.276000,0 days 00:48:06.282000,318.0,332.0,310.0,337.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:46:44.416000,2023-09-02 14:31:44.527,1,,False,,False,True,81.866,7,2,1,0.5,0.4782608695652174,2886.282,1.0460000000000065,1.5720000000000027,96.31700000000001
0 days 00:49:48.946000,HAM,44,0 days 00:01:42.664000,12.0,4.0,,0 days 00:49:45.061000,0 days 00:00:33.153000,0 days 00:00:33.361000,0 days 00:00:36.150000,0 days 00:48:39.435000,0 days 00:49:12.796000,0 days 00:49:48.946000,281.0,293.0,,213.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:48:06.282000,2023-09-02 14:33:06.393,1,,False,,False,False,102.664,7,2,1,0.5,0.5217391304347826,2988.946,21.84400000000001,22.370000000000005,92.265
0 days 00:55:37.710000,HAM,44,0 days 00:01:21.369000,14.0,5.0,,,0 days 00:00:27.065000,0 days 00:00:27.386000,0 days 00:00:26.918000,0 days 00:54:43.406000,0 days 00:55:10.792000,0 days 00:55:37.710000,319.0,333.0,309.0,337.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:54:16.341000,2023-09-02 14:39:16.452,1,,False,,False,True,81.369,7,2,1,0.6666666666666666,0.6086956521739131,3337.71,0.5490000000000066,1.0750000000000028,92.01650000000001
0 days 00:57:25.939000,HAM,44,0 days 00:01:48.229000,15.0,5.0,,0 days 00:57:22.118000,0 days 00:00:34.749000,0 days 00:00:34.394000,0 days 00:00:39.086000,0 days 00:56:12.459000,0 days 00:56:46.853000,0 days 00:57:25.939000,258.0,259.0,,185.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:55:37.710000,2023-09-02 14:40:37.821,1,,False,,False,False,108.229,7,2,1,0.6666666666666666,0.6521739130434783,3445.939,27.409000000000006,27.935000000000002,94.799
0 days 01:08:24.890000,HAM,44,0 days 00:01:21.298000,17.0,6.0,,,0 days 00:00:27.035000,0 days 00:00:27.356000,0 days 00:00:26.907000,0 days 01:07:30.627000,0 days 01:07:57.983000,0 days 01:08:24.890000,319.0,332.0,311.0,337.0,True,SOFT,2.0,True,Mercedes,0 days 01:07:03.592000,2023-09-02 14:52:03.703,1,,False,,False,True,81.298,7,2,2,0.8333333333333334,0.7391304347826086,4104.89,0.47800000000000864,1.0040000000000049,94.7635
0 days 01:10:08.394000,HAM,44,0 days 00:01:43.504000,18.0,6.0,,0 days 01:10:04.360000,0 days 00:00:35.017000,0 days 00:00:32.422000,0 days 00:00:36.065000,0 days 01:08:59.907000,0 days 01:09:32.329000,0 days 01:10:08.394000,248.0,291.0,,210.0,False,SOFT,3.0,True,Mercedes,0 days 01:08:24.890000,2023-09-02 14:53:25.001,1,,False,,False,False,103.504,7,2,2,0.8333333333333334,0.782608695652174,4208.394,22.68400000000001,23.210000000000008,92.40100000000001
0 days 01:16:11.516000,HAM,44,0 days 00:01:20.820000,20.0,7.0,,,0 days 00:00:26.807000,0 days 00:00:27.201000,0 days 00:00:26.812000,0 days 01:15:17.503000,0 days 01:15:44.704000,0 days 01:16:11.516000,319.0,332.0,310.0,338.0,True,SOFT,2.0,True,Mercedes,0 days 01:14:50.696000,2023-09-02 14:59:50.807,1,,False,,False,True,80.82,7,2,2,1.0,0.8695652173913043,4571.516,0.0,0.5259999999999962,92.162
0 days 00:19:29.266000,NOR,4,0 days 00:01:22.496000,2.0,1.0,,,0 days 00:00:27.416000,0 days 00:00:27.925000,0 days 00:00:27.155000,0 days 00:18:34.186000,0 days 00:19:02.111000,0 days 00:19:29.266000,319.0,330.0,309.0,333.0,True,HARD,2.0,True,McLaren,0 days 00:18:06.770000,2023-09-02 14:03:06.881,1,,False,,False,True,82.496,8,4,0,0.0,0.08695652173913043,1169.266,1.516999999999996,2.201999999999998,82.496
0 days 00:21:16.950000,NOR,4,0 days 00:01:47.684000,3.0,1.0,,,0 days 00:00:37.541000,0 days 00:00:37.554000,0 days 00:00:32.589000,0 days 00:20:06.807000,0 days 00:20:44.361000,0 days 00:21:16.950000,199.0,270.0,308.0,179.0,False,HARD,3.0,True,McLaren,0 days 00:19:29.266000,2023-09-02 14:04:29.377,1,,False,,False,True,107.684,8,4,0,0.0,0.13043478260869565,1276.95,26.705,27.39,95.09
0 days 00:22:39.407000,NOR,4,0 days 00:01:22.457000,4.0,1.0,,,0 days 00:00:27.527000,0 days 00:00:27.807000,0 days 00:00:27.123000,0 days 00:21:44.477000,0 days 00:22:12.284000,0 days 00:22:39.407000,317.0,329.0,310.0,333.0,True,HARD,4.0,True,McLaren,0 days 00:21:16.950000,2023-09-02 14:06:17.061,1,,False,,False,True,82.457,8,4,0,0.0,0.17391304347826086,1359.407,1.4779999999999944,2.1629999999999967,95.0705
0 days 00:24:18.968000,NOR,4,0 days 00:01:39.561000,5.0,1.0,,0 days 00:24:15.125000,0 days 00:00:30.181000,0 days 00:00:31.960000,0 days 00:00:37.420000,0 days 00:23:09.588000,0 days 00:23:41.548000,0 days 00:24:18.968000,286.0,256.0,,278.0,False,HARD,5.0,True,McLaren,0 days 00:22:39.407000,2023-09-02 14:07:39.518,1,,False,,False,False,99.561,8,4,0,0.0,0.21739130434782608,1458.968,18.582000000000008,19.26700000000001,91.009
0 days 00:30:41.147000,NOR,4,0 days 00:01:21.995000,7.0,2.0,,,0 days 00:00:27.280000,0 days 00:00:27.718000,0 days 00:00:26.997000,0 days 00:29:46.432000,0 days 00:30:14.150000,0 days 00:30:41.147000,319.0,334.0,309.0,337.0,True,HARD,2.0,True,McLaren,0 days 00:29:19.152000,2023-09-02 14:14:19.263,1,,False,,False,True,81.995,8,4,0,0.16666666666666666,0.30434782608695654,1841.147,1.0160000000000053,1.7010000000000076,90.778
0 days 00:32:25.424000,NOR,4,0 days 00:01:44.277000,8.0,2.0,,,0 days 00:00:35.333000,0 days 00:00:35.620000,0 days 00:00:33.324000,0 days 00:31:16.480000,0 days 00:31:52.100000,0 days 00:32:25.424000,268.0,277.0,311.0,208.0,False,HARD,3.0,True,McLaren,0 days 00:30:41.147000,2023-09-02 14:15:41.258,1,,False,,False,True,104.277,8,4,0,0.16666666666666666,0.34782608695652173,1945.424,23.298000000000002,23.983000000000004,93.136
0 days 00:33:59.409000,NOR,4,0 days 00:01:33.985000,9.0,2.0,,0 days 00:33:55.540000,0 days 00:00:27.302000,0 days 00:00:27.813000,0 days 00:00:38.870000,0 days 00:32:52.726000,0 days 00:33:20.539000,0 days 00:33:59.409000,319.0,336.0,,343.0,False,HARD,4.0,True,McLaren,0 days 00:32:25.424000,2023-09-02 14:17:25.535,1,,False,,False,False,93.985,8,4,0,0.16666666666666666,0.391304347826087,2039.409,13.006,13.691000000000003,99.131
0 days 00:45:01.043000,NOR,4,0 days 00:01:21.581000,11.0,3.0,,,0 days 00:00:27.128000,0 days 00:00:27.461000,0 days 00:00:26.992000,0 days 00:44:06.590000,0 days 00:44:34.051000,0 days 00:45:01.043000,319.0,333.0,309.0,340.0,True,MEDIUM,2.0,True,McLaren,0 days 00:43:39.462000,2023-09-02 14:28:39.573,1,,False,,False,True,81.581,8,4,1,0.3333333333333333,0.4782608695652174,2701.043,0.6020000000000039,1.2870000000000061,87.783
0 days 00:46:47.453000,NOR,4,0 days 00:01:46.410000,12.0,3.0,,,0 days 00:00:36.277000,0 days 00:00:38.095000,0 days 00:00:32.038000,0 days 00:45:37.320000,0 days 00:46:15.415000,0 days 00:46:47.453000,213.0,260.0,310.0,240.0,False,MEDIUM,3.0,True,McLaren,0 days 00:45:01.043000,2023-09-02 14:30:01.154,1,,False,,False,True,106.41,8,4,1,0.3333333333333333,0.5217391304347826,2807.453,25.430999999999997,26.116,93.99549999999999
0 days 00:48:09.364000,NOR,4,0 days 00:01:21.911000,13.0,3.0,,,0 days 00:00:27.315000,0 days 00:00:27.544000,0 days 00:00:27.052000,0 days 00:47:14.768000,0 days 00:47:42.312000,0 days 00:48:09.364000,319.0,332.0,309.0,339.0,False,MEDIUM,4.0,True,McLaren,0 days 00:46:47.453000,2023-09-02 14:31:47.564,1,,False,,False,True,81.911,8,4,1,0.3333333333333333,0.5652173913043478,2889.364,0.9320000000000022,1.6170000000000044,94.1605
0 days 00:49:49.933000,NOR,4,0 days 00:01:40.569000,14.0,3.0,,0 days 00:49:46.030000,0 days 00:00:30.856000,0 days 00:00:32.924000,0 days 00:00:36.789000,0 days 00:48:40.220000,0 days 00:49:13.144000,0 days 00:49:49.933000,255.0,265.0,,270.0,False,MEDIUM,5.0,True,McLaren,0 days 00:48:09.364000,2023-09-02 14:33:09.475,1,,False,,False,False,100.569,8,4,1,0.3333333333333333,0.6086956521739131,2989.933,19.590000000000003,20.275000000000006,91.24000000000001
0 days 00:56:05.764000,NOR,4,0 days 00:01:21.717000,16.0,4.0,,,0 days 00:00:27.117000,0 days 00:00:27.608000,0 days 00:00:26.992000,0 days 00:55:11.164000,0 days 00:55:38.772000,0 days 00:56:05.764000,322.0,339.0,312.0,346.0,False,MEDIUM,2.0,True,McLaren,0 days 00:54:44.047000,2023-09-02 14:39:44.158,1,,False,,False,True,81.717,8,4,1,0.5,0.6956521739130435,3365.764,0.7379999999999995,1.4230000000000018,91.143
0 days 00:57:52.538000,NOR,4,0 days 00:01:46.774000,17.0,4.0,,0 days 00:57:48.680000,0 days 00:00:34.485000,0 days 00:00:33.689000,0 days 00:00:38.600000,0 days 00:56:40.249000,0 days 00:57:13.938000,0 days 00:57:52.538000,262.0,255.0,,199.0,False,MEDIUM,3.0,True,McLaren,0 days 00:56:05.764000,2023-09-02 14:41:05.875,1,,False,,False,False,106.774,8,4,1,0.5,0.7391304347826086,3472.538,25.795,26.480000000000004,94.24549999999999
0 days 01:07:37.799000,NOR,4,0 days 00:01:20.979000,19.0,5.0,,,0 days 00:00:26.946000,0 days 00:00:27.270000,0 days 00:00:26.763000,0 days 01:06:43.766000,0 days 01:07:11.036000,0 days 01:07:37.799000,319.0,334.0,312.0,339.0,True,SOFT,2.0,True,McLaren,0 days 01:06:16.820000,2023-09-02 14:51:16.931,1,,False,,False,True,80.979,8,4,2,0.6666666666666666,0.8260869565217391,4057.799,0.0,0.6850000000000023,93.8765
0 days 01:09:19.555000,NOR,4,0 days 00:01:41.756000,20.0,5.0,,0 days 01:09:15.657000,0 days 00:00:31.701000,0 days 00:00:32.963000,0 days 00:00:37.092000,0 days 01:08:09.500000,0 days 01:08:42.463000,0 days 01:09:19.555000,249.0,265.0,,258.0,False,SOFT,3.0,True,McLaren,0 days 01:07:37.799000,2023-09-02 14:52:37.910,1,,False,,False,False,101.756,8,4,2,0.6666666666666666,0.8695652173913043,4159.555,20.777,21.462000000000003,91.3675
0 days 01:15:33.774000,NOR,4,0 days 00:01:21.028000,22.0,6.0,,,0 days 00:00:26.900000,0 days 00:00:27.379000,0 days 00:00:26.749000,0 days 01:14:39.646000,0 days 01:15:07.025000,0 days 01:15:33.774000,319.0,332.0,311.0,341.0,False,SOFT,2.0,True,McLaren,0 days 01:14:12.746000,2023-09-02 14:59:12.857,1,,False,,False,True,81.028,8,4,2,0.8333333333333334,0.9565217391304348,4533.774,0.049000000000006594,0.7340000000000089,91.392
0 days 00:22:01.420000,ALO,14,0 days 00:01:22.480000,2.0,1.0,,,0 days 00:00:27.318000,0 days 00:00:27.954000,0 days 00:00:27.208000,0 days 00:21:06.258000,0 days 00:21:34.212000,0 days 00:22:01.420000,319.0,336.0,309.0,339.0,False,HARD,2.0,True,Aston Martin,0 days 00:20:38.940000,2023-09-02 14:05:39.051,1,,True,TRACK LIMITS AT TURN 7 LAP 3 ,False,True,82.48,9,5,0,0.0,0.08695652173913043,1321.42,1.0630000000000024,2.186000000000007,82.48
0 days 00:23:52.334000,ALO,14,0 days 00:01:50.914000,3.0,1.0,,,0 days 00:00:42.480000,0 days 00:00:37.115000,0 days 00:00:31.319000,0 days 00:22:43.900000,0 days 00:23:21.015000,0 days 00:23:52.334000,266.0,307.0,313.0,96.0,True,HARD,3.0,True,Aston Martin,0 days 00:22:01.420000,2023-09-02 14:07:01.531,1,,False,,False,True,110.914,9,5,0,0.0,0.13043478260869565,1432.334,29.497,30.620000000000005,96.697
